Tweet
"RT @itsJeffTiedrich: holy fucking shit, protesting hundreds of years of systemic racism is not ""just as bad"" as going apeshit at the Capito…"
"RT @GoodLawProject: No civilised country should embed racism in its legal system. If you agree, sign the petition ⬇️"
RT @MapleLeafs: Racism has no place in hockey. #TapeOutHate https://t.co/B1aJsygmrM
"RT @divafeminist: Many of us have multiple comorbidities because of poverty, racism, organized abandonment,and or ableist built-environment…"
"The three white men who chased and killed Ahmaud Arbery will soon stand trial on federal hate crimes charges in which jurors will have to decide whether the slaying of the running Black man was motivated by racism.

https://t.co/kBcu3jmsMk"
RT @43_Kadri: Racism has no place in hockey. Do you stand with us ? Let’s make the game for us all #TapeOutHate ⁦@BudweiserCanada⁩ ⁦@TheOff…
"@JuneBug73451036 @TomLester4 @Angry_Staffer Agreed. It didn’t just cause tremendous suffering and lose of life, it is one reason we are where we are today. Fear and racism - and a willingness to throw away constitutional rights- all precursors for Trump."
"@leftcoastbabe Ahhh, maybe that’s because they are.
The worst part of that obvious truth is that the basis for the partisanship is a religion built on racism, misogyny, &amp; a total disregard for living human beings. 

https://t.co/fPa8YlEAAT

https://t.co/0joSyz7RV7"
"RT @divafeminist: Many of us have multiple comorbidities because of poverty, racism, organized abandonment,and or ableist built-environment…"
"RT @Dreamer_Aliu78: Do you stand with us? 
Racism has no place in our game! Show your support and join us to make this game for us all!! ✊🏽…"
RT @_Shummy_: kind of wish that the wc fandom would be this upset over the racism + mishandlings of abuse + other actually harmful things a…
@thomaskaine5 Sounds like racism.
@BadMedicalTakes Racism is exactly this stupid
RT @_Shummy_: kind of wish that the wc fandom would be this upset over the racism + mishandlings of abuse + other actually harmful things a…
"@43_Kadri @Avalanche @BudweiserCanada @TheOfficialHDA Unfortunately racism will never go away, there is just way too many ignorant people in this world!"
"@ossabelle yeah thats what im saying, cps takes native kids to put them in white families to squeeze the culture from them because of racism, and use the poverty caused by colonization as an excuse for why native parents cant provide a good life for their kids."
"@patriot_1776US @Really63518597 @JoshuaEtheredg1 @MisterrMoon @DonaldJTrumpJr @joerogan When did I say Republicans today are MORE racist than dems in the past? They are both conservative groups of ppl, so we can only assume that southern dems were worse since racism was far more accepted half a century ago…"
RT @cancellatinidad: @BambieSweetums @OlomaaJ @TheBlackLayers @AllimayNicole Yup. And misogynior is a big one. I can’t stress enough how so…
RT @43_Kadri: Racism has no place in hockey. Do you stand with us ? Let’s make the game for us all #TapeOutHate ⁦@BudweiserCanada⁩ ⁦@TheOff…
RT @1Pammsy: So if your plain white I guess you’re out of luck! 🤔How did it get to this?? This is blatant racism.. treatment not based on n…
RT @BudweiserCanada: Do you stand with us against racism in hockey? Show your support for @TheOfficialHDA and join us to make this game for…
"RT @BotafogoTa: Today, in the Crystal Palace game against Millwall, there was racism and objects were thrown. I want to leave here our indi…"
RT @BambieSweetums: @cancellatinidad @OlomaaJ @TheBlackLayers @AllimayNicole They are having mixed babies for an aesthetic and not for a lo…
"RT @marnylandersen: @HockeyPEI you looked at overt racism &amp; decided to suspend that player half the recommended time (per Hockey Canada), t…"
@angus_ingland @Anguscatlady @Andrew_Smith27 @ScotNational Verging on racism how? No incitement to hatred I can see. It’s also not divisive. So you’re just being obtuse.
"RT @GCBCoalition: .@POTUS, @VP: Day 354; where is your Promise? @SenSchumer @SenatorDurbin @RepZoeLofgren @USCISDirector 

Indian immigrant…"
@WishSteve1 @HotepDrelly @gothixTV @HotepJesus Depends on your definition of racism. Having a similar discussion with someone else about privilege.
RT @SiglainRegina: @kk131066 @meNabster @adelebw @MichaelPGrande @Sinati16 @DarbysCastle @proudCanadavet @IfkaTatar @Bea97513471 @DickHorn1…
@onlyhereforth @SBethell84 @SkySportsNews It's not a anti racism stand though is it
"It’s also a beg for $ but you can get 4 text based modules on the detailed facts of police &amp; racism from the ACLU.

https://t.co/42ELVs8DPM"
Love to see my partner bully an incredibly obvious white supremacist on Among Us to the point they play the victim super hard and drop *more* cues of their racism. Best part is getting the whole lobby to gang up and kick them out. 🥰
RT @cancellatinidad: @OlomaaJ @TheBlackLayers @AllimayNicole It’s way more than the racism. It’s healing generational trauma within yoursel…
"RT @itsJeffTiedrich: holy fucking shit, protesting hundreds of years of systemic racism is not ""just as bad"" as going apeshit at the Capito…"
"RT @Dreamer_Aliu78: Do you stand with us? 
Racism has no place in our game! Show your support and join us to make this game for us all!! ✊🏽…"
"A powerful message from Hockey Diversity Alliance to #TapeoutHate. 

$1 from each roll sold will go towards the @TheOfficialHDA’s purpose to eliminate system racism and intolerance in hockey. 

@Dreamer_Aliu78  @43_Kadri @aduclair10 @Simmonds17 @matt_dumba https://t.co/7CibrWd5PT"
"@dcexaminer @DrDebraSoh Ignoring, underplaying, denying racism, bigotry &amp; white supremacy is part of conservative media, pundits &amp; .@GOP political activism strategy to block social &amp; political inclusion of ALL AMERICANS. Conservatives need to stop playing the race card to oppose equal rights for all."
RT @ZachWahls: This disgusting act of racism has no place in our society.
@TurquoiseStar17 That’s what it boils down to. It’s not about cannon or continuity. It’s skin tone. And that’s racism
"RT @Dreamer_Aliu78: Do you stand with us? 
Racism has no place in our game! Show your support and join us to make this game for us all!! ✊🏽…"
RT @43_Kadri: Racism has no place in hockey. Do you stand with us ? Let’s make the game for us all #TapeOutHate ⁦@BudweiserCanada⁩ ⁦@TheOff…
racism turned transphobia scandal..a shooting threat…an actual shooting…exam cheating scandal..
"RT @itsJeffTiedrich: holy fucking shit, protesting hundreds of years of systemic racism is not ""just as bad"" as going apeshit at the Capito…"
"@KMeeeaaow @JOHKERcorp @bbcsinhala Actually it is something that definitely leads to racism. If we want to rid racism out of nationalism, then we should have true equality in the country. As in people should not be worried about a minority person becoming President."
"RT @bethsawin: How many of those ""co-morbidities"" are in themselves markers of inequitable access to clean air, healthcare, safe working co…"
"RT @natsechobbyist: Upscale Liberals = Jews

Come on, lil' Marco, fly that race flag high! I hear your people are into that these days. Be…"
"@KB_EAGLES @_matt_wwfc_ @GaryRay25447682 I have no problem with kick racism out of football. But this kneeling is getting rather tedious and embarrassing. Even a lot of black players don't do it now, because I quote, "" it's degrading"""
"RT @InterPride: Check out ""Generational Racism: A Multigenerational Discussion About Systemic Racism"" https://t.co/dZKysooUZM @Eventbrite"
the funniest thing Catholics have to believe to be genuine Catholics is that God through his divine will has chosen Italians to lead the church since antiquity and thats why so many non-italian and especially non-latin Catholics live life on full racism cope mode.
RT @MapleLeafs: Racism has no place in hockey. #TapeOutHate https://t.co/B1aJsygmrM
RT @anamyusufi: #ZeeshanKhan #UmarRiaz i can sense complete biasedness and racism here same pattern unfair evictions by so called reality s…
"RT @Muqadaam: Jeremy Corbyn has been in politics for more than 46 years. 

No one accused him of racism until he became leader. 

As soon a…"
"As someone who's refrained from publicly commenting on the Philosophia scandal so far, is there some special significance to the journal of which I'm not aware?

Are the people shocked by this just naive about how pseudo-scientific racism spreads through the literature?"
"Me; like rn, its bothering me
dr heena: why
me: theyre white. thats why. they never faced racism for being white except rn, and from me.. like when i see a white person, all i can think is u did that. u hurt someone. u are an animal. like how do i fix that"
"Well see if we just give them healthcare and education and money all of racism, sexism, and bigotry will be washed away! https://t.co/bIl62Ox7au"
"RT @Eurosport_UK: Millwall fans booed anti-racism, threw bottles at Michael Olise &amp; targeted Conor Gallagher with homophobic chants while A…"
Big thanks to the @TheOfficialHDA for the new tape. Let’s end racism in hockey #TapeOutHate https://t.co/zEpFfiLIec
State-Sponsored Racism: FDA Guidelines Instruct Healthcare Providers to Prioritize Racial Minorities Over Whites For Access to Scarce Covid Treatments https://t.co/eDyirs40Gd via @gatewaypundit
"RT @taptroupe: big warning for racism, murder, lynching because this is all certainly fucked up"
RT @byjoelanderson: What I would tell young aspiring black male journalists is this: you won’t ever be a desirable candidate for anything.…
"@PeteGasLondon1 @fahadansari @DAaronovitch nothing is ever foolproof or pefect. 
Take the word 'Islamophobia' - sure some people use it to shut down genuine criticism of radical islamist...but it is a real phenonemon. Same thing with racism. or indeed anything else...that doesnt negate the existence of antisemitism"
"RT @itsJeffTiedrich: holy fucking shit, protesting hundreds of years of systemic racism is not ""just as bad"" as going apeshit at the Capito…"
RT @letsgoayo: she absorbs static electricity and releases it as racism https://t.co/jRkCRaDVZe
"RT @MShieldbreaker: @BaalTheWarlock They really had all these eyes on this book, thought the racism was good, released it, have seen and kn…"
It’s an enigma that can only be attributed to racism backlash. https://t.co/6o90jwRM3G
"RT @itsJeffTiedrich: holy fucking shit, protesting hundreds of years of systemic racism is not ""just as bad"" as going apeshit at the Capito…"
"@DJMrAutomatic I just re-read Stranger in a Strange Land by Heinlein and it definitely has dated language, homophobia, transphobia, misogyny like crazy, racism and more. It made a huge impact on me for ethical non monogamy style relationships. But it is a product of 1963."
RT @MapleLeafs: Racism has no place in hockey. #TapeOutHate https://t.co/B1aJsygmrM
RT @BudweiserCanada: It’s time to #TapeOutHate. We’ve partnered with @TheOfficialHDA to fight racism in hockey. Join the conversation and s…
"r u fucking dumb, I've seen my black moots trying to explain ur faves racism to them and they didn't gave af hence they're racist https://t.co/WGtD1BKYd2"
Does anyone think this kind of stuff makes journalists or the people this article is supposed to help any more endeared to the aggregate America? https://t.co/5rL8zZdP6g
"RT @BotafogoTa: Today, in the Crystal Palace game against Millwall, there was racism and objects were thrown. I want to leave here our indi…"
RT @43_Kadri: Racism has no place in hockey. Do you stand with us ? Let’s make the game for us all #TapeOutHate ⁦@BudweiserCanada⁩ ⁦@TheOff…
@BlackWontCrack @StopLurkin70 Racism oozes from her pores.
"RT @AntiRacismDay: Solidarity @CPFC players who faced racist booing, solidarity @MichaelOlise10 who was hit with a bottle! Players are righ…"
"RT @itsJeffTiedrich: holy fucking shit, protesting hundreds of years of systemic racism is not ""just as bad"" as going apeshit at the Capito…"
@43_Kadri @Avalanche @BudweiserCanada @TheOfficialHDA Absolutely! No place for racism in hockey.
RT @MapleLeafs: Racism has no place in hockey. #TapeOutHate https://t.co/B1aJsygmrM
I like racism
RT @43_Kadri: Racism has no place in hockey. Do you stand with us ? Let’s make the game for us all #TapeOutHate ⁦@BudweiserCanada⁩ ⁦@TheOff…
"RT @beingabookwyrm: more on Black Africans in Roman Britain: https://t.co/Xiwrp6eXNF

for further reading on medieval race studies, check o…"
@siIIycIowns How did yall not care about the racism and anti semetic but drew the line at NFTs?
"RT @kiduk1776: Happy Sat!

Woke up to 13°F in the Chicagoland.
Getting warmer.

Letting the blacks kill the blacks is the racism under the…"
RT @MapleLeafs: Racism has no place in hockey. #TapeOutHate https://t.co/B1aJsygmrM
@JRPSD @reddzz1 @marceelias Especially when the editor of that magazine is a Jew and certainly wouldn’t stand for anti-semitism or racism.
"RT @s_belegrinou: Many feminists in western world are afraid that by supporting their fellow sisters, someone might misconstrue that as eth…"
RT @fiagirly: #F1: Toto Wolff speaks on Lewis Hamilton’s resilience and how racism’s driven him: “As a child he was insulted on the go-kart…
"RT @itsJeffTiedrich: holy fucking shit, protesting hundreds of years of systemic racism is not ""just as bad"" as going apeshit at the Capito…"
"RT @dcexaminer: Overplaying the ""racism"" card makes the word meaningless, writes @DrDebraSoh.

""But ending discrimination is not part of th…"
"RT @bethsawin: How many of those ""co-morbidities"" are in themselves markers of inequitable access to clean air, healthcare, safe working co…"
"Europeans may have gotten racism down to a science, but Asians have honed their racism to an art"
"RT @DerekDenhamAlan: @anatosaurus Have you noticed they seem to do this on purpose?

“Racism isn’t problem anymore, so we’re stopping civil…"
RT @fiagirly: #F1: Toto Wolff speaks on Lewis Hamilton’s resilience and how racism’s driven him: “As a child he was insulted on the go-kart…
"RT @Muqadaam: Jeremy Corbyn has been in politics for more than 46 years. 

No one accused him of racism until he became leader. 

As soon a…"
"@JonahTillman6 Because Republicans  are ok with authoritarianism,  fascism, dictatorship, corruption, lawlessness, racism, white Supremacy, greed, hate, taking away civil rights of anyone who doesn't agree with them"
I stand against racism in hockey with @BudweiserCanada and @TheOfficialHDA. It's time to #TapeOutHate and make this game for us all.
"RT @BlackGirlHockey: Pro tip: instead of asking Black and Brown players how they feel about racism in hockey, ask the white players. #GetUn…"
I'm so mad. Nothing like the nhl congratulating a corporate entity about anti-racism work when the NHL could actually do something about it but chooses not to
@aforallly 😪 racism up 1
"@serbian_gooner Thank you for countering this misinformation! I am physically sick of the amount of anti-Serb sentiment bordering on, and often crossing the line of, racism. Anti Serbian propaganda and ignorance has normalised racism against them."
"RT @Dreamer_Aliu78: Do you stand with us? 
Racism has no place in our game! Show your support and join us to make this game for us all!! ✊🏽…"
"RT @Femi_Sorry: Candace Owens and Piers Morgan are arguing with each other about racism right now...

On a completely unrelated note, has a…"
RT @MapleLeafs: Racism has no place in hockey. #TapeOutHate https://t.co/B1aJsygmrM
"Funny how her ethnicity is important when that of the Rotherham rapists and virtually all terrorists isn’t.
 Classic bit of bbc  racism. https://t.co/4DURnxeIfv"
